text
"RT @puucing: - Kurang Ajar, Donald Trump Caci Muslim Soal Tragedi WTC. Semoga Kualat! https://t.co/fmRLM7YZYM"
RT @berryhalsey: some people hate Donald trump for reasons that are not legit but I honestly hate him for shit like this https://t.co/3qI8T…
RT @PatriotsOrg: Donald Trump: Now’s the Time for Christians to Get Out the Vote to Save Christianity https://t.co/0GrsirQmNl https://t.co/…
"RT @shestumblr: a mosaic of donald trump created from over 5,000 dick pics https://t.co/JbVUZf02Z3"
RT @ComfortablySmug: Trump fans make the craziest Trumpaganda https://t.co/0xoDWLImtg
"RT @HillaryClinton: From immigration to education, Trump to tacos: Hillary’s Q&amp;A with @TelemundoNews → https://t.co/9ggDWwJML7"
RT @cherokeesher2: This is the true Donald trump...#trumpistrash https://t.co/us9XAVeUe0
Political Prediction: Cruz Meteoric Rise Continues Now ahead of Trump  in https://t.co/XzFQ021I8x Prediction Market https://t.co/WK0UT7su4d
RT @GianniDAngeloww: @DanScavino @realDonaldTrump @CLewandowski_ @MichaelCohen212  The #Liberabiasmedia will never be the same after this e…
Tanto Chaves quanto o Pato Donald sempre tiveram a cara no mesmo lugar https://t.co/mZVp9Gou3g #MeusLinks
"RT @WORLDSTARVlNE: ME: I HATE STAMPS 
DONALD TRUMP: I HATE STAMPS
ME: https://t.co/UPPOZ02zaF"
"RT @realDonaldTrump: ""@lee_richter:  TRUMP will make America SAFE again...He will make America LEGAL again...He will make America GREAT aga…"
Republican party would be dead before Hilary's up for reelection in 2020 https://t.co/3kNkmDhXE9
"As usual, Trump haters are short sighted.   https://t.co/YvaZ9dUN0B"
"RT @Nellachronism: .@jeffdoesthings says if Captain America could punch Hitler in 1941, Ms. Marvel should get same shot at Trump. Where are…"
RT @HaberMektebi: Donald Tusk: Türkiye için hayati bir gün https://t.co/dMiIkhRaSR https://t.co/KQ6QEQm4ya
"Man Told To Stop Smoking Kills Waffle House Employee, Cops Say Trump says "" the bitch deserved it"" #DumpTrump  https://t.co/TBWPGt1tcK"
I liked a @YouTube video from @explodingtnt https://t.co/pYCGwP29Zs If Donald Trump Owned Minecraft
"Disgusting Don

@realDonaldTrump @Trump Desperately Denies Mocking Reporter With Disability

 https://t.co/mk3IG5d2FB"
RT @TheRapologist: Mac Miller - Donald Trump https://t.co/NPcLI97COc
@kerpen @redsteeze Sign of a Trump apologist: But Hillary told BIGGER lies!
remember when @elezlushaj dragged me to the Donald trump rally and I cried like 4 times🙂🙂🙂🙂🙂
"RT @Lastmangoinfla: So far minorities, immigrants, women, Mexicans, and now the disabled...when will he slam RW hypocritical assholes? http…"
RT @yourbitchperrie: @_charlliii you're probably one of those people who likes donald trump and has a confederate flag somewhere in their h…
Donald Trump is so mean
RT @karecki1: Trump has a toilet mouth and spews hate and bigotry out of it. #trumpistrash https://t.co/9XN5B6hr33
Rosie is the Nightmare!! https://t.co/yRHusxeFR9
RT @StevenKawalit: Someone added Donald Trump to the wall of this restroom in Paris. #PottyMouth #Classic https://t.co/x6tHeb2JSS
"RT @WORIDSTARHIPH0P: yesterday, President Obama fed veterans &amp; the homeless while Trump mocked a person's disability. Happy Thanksgiving ht…"
#makeAmericaGreatLikeGermany On to victory! Elect #DonaldTrump: https://t.co/pONZq97cD0 https://t.co/ozHYsXaOJ8
(SICK person. He just can't help making stuff up.) Trump reframes claim that Muslims cheered 9/11: https://t.co/CdxEAyO5kq via @AOL
"RT @Patriotic_Me: @JonFeere That's why dems need to vote for Trump. He puts Americans FIRST
 @thpuzzler2 @Bellajane127 @Women4Trump"
"@WFLAJohn He should have said liars. Ok let's go: Exhibit 1:

https://t.co/mmme2ecq8A"
"RT @WORIDSTARHIPH0P: me: i hate stamps
donald trump: i hate stamps
me: https://t.co/iYFtSxaSSy"
"Donald Trump goes to war with The New York Times, demands 'apology before they go out of business': Billionair... https://t.co/0FDOb7F19a"
"Trump takes on rivals Rubio, Bush in their home state, says he's 'killing everybody' in polls https://t.co/WMurI6mePl"
"RT @realDonaldTrump: ""@Rketeltas:  Every time Trump is gracious enough to do a MSM interview he gets ambushed with nonsensical questions, w…"
"RT @LlQUIDJEWELS: Me: I hate rats
Donald Trump: I hate rats
Me: https://t.co/qUQGrHSLNP"
potus2016app: trump aka the goat licker https://t.co/hIcP3pZmAo
RT @GeorgesMonfils: How low can one get❓  For Trump not low enough as he mocked a disabled @nytimes reporter he has a grudge against https:…
"The Trump Reality Distortion Filter - @mattklewis, Telegraph https://t.co/zCMOJWgdnZ"
RT @TheRapologist: Mac Miller - Donald Trump https://t.co/NPcLI97COc
Bill Kristol's Fevered Dream: Christie Trumps Trump: Bill Kristol's prediction record is r... https://t.co/BmlmhFZ3Tp via @crooksandliars
"RT @ryomitsuya: 今日はTRUMPの東京千秋楽！
TRUTHは風邪で見に行けなかったなぁ(＞人＜;)
輪廻が終わるまで応援してます！！
元ウル、ソフィ、ラファエロ、ミケランジェロなショット(笑) https://t.co/x0nhn7VKW8"
"RT @WORLDSTARVlNE: ME: I HATE STAMPS 
DONALD TRUMP: I HATE STAMPS
ME: https://t.co/UPPOZ02zaF"
Int'l press reporting Trump's dip in polls https://t.co/bEDtPslbg9
RT @quinnharrison_: @TannerSulkey I hope Trump deports me far far away from you
"RT @CommonBlackGirI: me: i hate stamps
donald trump: i hate stamps
me: https://t.co/2j6JcqAVIr"
"RT @CommonWhiteGirI: yesterday, President Obama fed veterans &amp; the homeless while Trump mocked a person's disability. Happy Thanksgiving. h…"
RT @GerryHassan: Utterly brilliant #Trump installation in a Paris restroom. Those urinals look suspciously like Rolling Stones logos. https…
#News Trump 'not going to take it back' https://t.co/iEizj0B9q5 #CNN
#shit on #trump #toupee #yourefired #ivankagasm @ Elephant &amp; Castle: Penn… https://t.co/KD8M8tIJrE
RT @TheWriterJess: Trump for president! 😳🔫 https://t.co/CbcQIlQVyL
RT @realDonaldTrump: Will be meeting on Monday at Trump Tower with a large group of African American Pastors. Many I know-wonderful people!…
RT @SheilaInCT: @1PatriciaMurphy They should have never agreed to it in the first place. They were one day away from getting the ole okey d…
RT @matthaig1: Donald Trump thinks all Muslims should apologise for terrorism. So on behalf of non-Muslim people I'd like to apologise for …
RT @SkyNewsBreak: European Council president Donald Tusk says around 1.5million people have entered the European Union illegally in 2015
RT @Travelmimi222: @jeromeyee @HarleeCM @TheLastRefuge2 Thanks for sharing it Jerome 😉 Trump Trump Trump 👍 #Trump2016
RT @jake_jake_88: Donald Trump wants to make Muslims wear ID badges. sound familiar? https://t.co/6VVdmshm2P
Faltering Donald Trump sees his republican polling support plummeting https://t.co/3cj6WoLv4U
"RT @griswoldshalsey: donald trump; drink a gallon of water and ill drop out of the presidental election 
me; https://t.co/o3kx3J91kE"
RT @amrightnow: Trump About You #TheRealDonaldTrump #trump2016 #TrumpTrain  Watch https://t.co/j58e8aacrE #VoteTrump2016 #2A #tcot https://…
RT @ChrisCrocker: Do you think Donald Trump is a piece of shit
"@Pirulla25 Enquanto isso o Marin está ""preso"" na Trump Tower..."
"RT @josnoopy29: In Trump's America it's acceptable to mock the disabled, children, women, minorities #trumpistrash"
@AverageChirps that is #gop #republican modus operandi...what's sad is the people who believe it. #trump #floridaIndependentVoter
#Gawker #Feminist Join Donald Trump's Open Casting Call for 'Beautiful Children': UPDATE:... https://t.co/xRFM2uxHj0 #Feminism #Uniteblue
"Trump: I’m steamrolling Jeb, Rubio in their home state https://t.co/4aQRQevcN0"
Carly Fiorina knocks Donald Trump for mocking reporter with disability: “This is the pattern... https://t.co/l1j6RGTJNn - @washingtonpost
FUCK donald trump &amp; FUCK anyone who supports that piece of shit. YOU are what's wrong with this country.
"RT @Delo_Taylor: In one week white terrorists have assaulted a protestor at a Trump rally, shot up #4thPrecinctShutDown &amp; killed 3 ppl at #…"
